code,value_from,value_to,message,n
DUPLICATE_LOCATION,"c(377731.57039992, 5824277.73629962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(377741.27789992, 5824281.04719961)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(377973.856099922, 5820147.64199961)",NA,duplicate location flag added,5
DUPLICATE_LOCATION,"c(378253.445999922, 5823348.71519962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378296.922099922, 5823343.02509962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378343.332399922, 5823205.00679962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378361.606999922, 5823232.47599962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378388.494699922, 5823291.62729962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378393.169599922, 5823288.51059962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378399.459899923, 5823271.93139962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378406.325899922, 5823282.70029962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378406.464199923, 5823252.36589962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378421.166099923, 5823281.58069962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378441.650999922, 5823211.80339962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378445.825099923, 5823261.08509962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378885.544799924, 5825997.51309962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378894.063399924, 5825980.28679962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378895.799299924, 5825984.95849962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(378896.867099924, 5825999.08239962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379088.769899925, 5827127.87559962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379089.564399924, 5827129.46909962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379090.139199925, 5827119.52449962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379090.953999925, 5827142.62919962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379093.134899925, 5827124.77619962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379094.452899925, 5827126.39989962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379097.263499925, 5827132.49969962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379103.126599925, 5827120.90539962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379103.265699925, 5827122.52549962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379104.516199925, 5827121.54269962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379107.075399925, 5827138.99059962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379107.961299924, 5827126.98649962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379113.883999924, 5827101.01209962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379114.858099925, 5827142.52469962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379117.098899924, 5827140.49469962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379117.811299925, 5827134.92849962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379119.511899925, 5827138.28619962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379119.559499925, 5827100.53959962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379121.382699925, 5827138.30899962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379124.593499925, 5827141.17039962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379125.833899925, 5827141.84809962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379128.380799925, 5827143.61159962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379129.243299925, 5827145.93319962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379129.726799925, 5827143.70289962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379132.361799925, 5827143.94489962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379139.145099925, 5827118.70809962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379332.776299926, 5828993.11759962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379534.158599926, 5827883.07769962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379552.285499926, 5830323.32559963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379579.664799927, 5830381.85689963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379595.747199926, 5827450.45109962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379598.065699926, 5828012.47349963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379669.214899926, 5824660.85879962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379894.722499927, 5827838.64979963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379949.254599927, 5827689.02479963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(379991.497999927, 5825720.15839962)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(380037.251199927, 5827892.34449963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(380129.965799928, 5827294.43209963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(380250.187099928, 5827264.34449963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(380304.877199928, 5827684.07899963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(381296.608599931, 5830093.08319963)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382404.448499934, 5822924.94649964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382575.678299935, 5828041.94489964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382599.764299935, 5828058.01649964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382607.512099935, 5828056.68929964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382607.579599935, 5828054.08079964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382616.821899935, 5828084.88129964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382628.371899935, 5828087.95409964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382630.336499935, 5828107.84129964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382630.537299935, 5828095.41239964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382632.220499935, 5828095.60299964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(382650.767699935, 5828010.75509964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384081.217299939, 5828014.16879964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384081.686499939, 5828011.00119964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384087.502499939, 5827997.86539964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384091.171799939, 5827988.89779965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384094.487999939, 5827981.06079964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384097.362899939, 5827974.63709965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384100.599799939, 5827967.55089965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384106.573299939, 5827951.70209964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384107.357999939, 5828024.28389965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384109.031199939, 5827960.68849965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384109.156299939, 5823163.99999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384109.907399939, 5827944.80139965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384111.010499939, 5827940.91579965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384112.049799939, 5828032.90879965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384112.069699939, 5827954.36649965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384112.874099939, 5827938.28229964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384114.126299938, 5828014.12629965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384115.624699938, 5828036.56979965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384116.006099939, 5827929.82339965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384116.480899939, 5827994.60839965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384119.954099939, 5828023.60589965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384120.126599939, 5827938.66869965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384121.441399939, 5828009.67369964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384121.791399939, 5828002.49119965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384121.961899939, 5828016.55729965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384123.201799939, 5827997.30399965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384125.303199939, 5827990.05889965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384125.480799939, 5827978.22299965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384125.612899939, 5827919.78649965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384126.007899939, 5827914.80429965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384126.179999939, 5827983.30929965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384129.155099939, 5827926.56139965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384129.208099939, 5827971.51829965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384130.119799939, 5827932.93569964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384131.019399939, 5827973.85299965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384132.392999939, 5827972.18039965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384135.941699939, 5827905.48719965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384137.294999939, 5827897.63669964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384137.459199939, 5827894.49589964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384140.663099939, 5827948.87749964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384143.248599939, 5827943.37509965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384146.616499939, 5827873.51299965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384147.114399939, 5827935.51139965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384151.013199939, 5827861.89669965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384151.344299939, 5827858.19609965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384156.335399939, 5827879.38489965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384156.689799939, 5827892.19419965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384159.813299939, 5827900.17379965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384160.363999939, 5827894.20019965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384161.037899939, 5827835.84579965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384164.199899939, 5827826.87119965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384167.094599939, 5827864.00689964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384169.675999939, 5827866.76759965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384169.706199939, 5827814.47869965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384172.030899939, 5827807.92929965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384174.342199939, 5827860.96549965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384176.516499939, 5827796.76099965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384178.240499939, 5827823.39349965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384180.194199939, 5827787.45519965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384186.204099939, 5827818.38089965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384186.868099939, 5827768.89689965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384188.305499939, 5827790.48859965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384189.225799939, 5827821.15719965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384192.766699939, 5827795.61409965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384193.248399939, 5827758.88049965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384194.514399939, 5827798.85879965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384195.813599939, 5827803.14249965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384197.223199939, 5827742.35279965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384199.85389994, 5827793.98039964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384200.482499939, 5827733.87459965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384202.567299939, 5827784.00069965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384204.033899939, 5827726.47679965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384205.14229994, 5827721.94899965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384211.75689994, 5827727.14419965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384213.491199939, 5827724.12479965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384215.987199939, 5827736.67839964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384217.61219994, 5827747.74839965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384220.444299939, 5827739.07779965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384224.569299939, 5827729.44579965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384228.215399939, 5827719.26089965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384232.086299939, 5827711.03879965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384264.573999939, 5827647.29619965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384267.445899939, 5827642.29649965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384271.711699939, 5827632.59479964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384284.59249994, 5827588.96729964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384293.019299939, 5827594.74099965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384298.960599939, 5827550.25679965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384300.53429994, 5827545.55139965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384306.00029994, 5827532.76989964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384307.398599939, 5827528.29269965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384311.215999939, 5827518.64439965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384316.455799939, 5827536.48199965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384322.900299939, 5827490.09989965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384323.108699939, 5827517.56379965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384324.96599994, 5827485.25039965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384326.719899939, 5827478.20389965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384356.778199939, 5827411.51639965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384358.35699994, 5827400.43289965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384361.43229994, 5827392.17919965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384363.31999994, 5827388.50079965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384364.75869994, 5827385.14989965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384365.973199939, 5827381.98529965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384368.159199939, 5827374.84119964)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384374.33549994, 5827373.19779965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384383.627399939, 5827356.30139965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384389.57219994, 5827347.46279965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384394.14319994, 5827337.81449965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384398.961699939, 5827330.19899965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384404.74769994, 5827321.25889965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384410.05589994, 5827311.90989965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384414.66719994, 5828100.09259965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384415.28229994, 5827303.76419965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384417.153199939, 5827284.80049965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384420.739299939, 5827260.19449965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384420.83909994, 5827296.50039965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384426.071499939, 5827288.66809965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384426.97619994, 5827245.14769965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384431.82109994, 5827268.37269965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384432.224999939, 5827255.31459965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384432.92999994, 5827263.78389965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384438.72299994, 5827253.88579965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384438.967799939, 5827268.98619965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384444.731599939, 5827261.61399965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384451.23139994, 5827241.43759965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384521.96539994, 5832239.89329965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384600.62099994, 5828131.92209965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384615.038699941, 5832140.28149965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(384758.674099941, 5830874.06489965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385336.458099942, 5824380.74889965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385607.445199943, 5825745.88419965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385613.758999942, 5826033.72589965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385625.088499942, 5826079.43399965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385651.509399943, 5826185.13559965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385702.803999943, 5826026.04399965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385702.856399943, 5825489.68559965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385719.624699943, 5825666.87389965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385722.402999943, 5825677.19329965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385760.457599943, 5826258.41509965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385769.864099943, 5825426.02729965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385801.463799943, 5825549.91999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385807.282499943, 5825683.23589965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385825.727799944, 5825437.64999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385846.693699943, 5826269.48329965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385852.217699943, 5826276.22069965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385890.886099943, 5826258.41569965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385893.337899943, 5826266.39549965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385928.060099944, 5828369.10129965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(385967.561199944, 5826239.93009965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386014.974399943, 5826595.12119965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386022.510899944, 5825948.81539965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386068.314899943, 5826115.62649965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386086.443099944, 5828231.83149965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386139.258499945, 5825304.92129965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386208.712799944, 5826199.87639965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386246.730899944, 5827348.47479965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386442.257899944, 5824917.86759965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386499.778399945, 5826179.86299966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386560.799299945, 5826174.60549965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386777.451699946, 5826152.33709966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386789.060999945, 5826479.80829966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386802.736999945, 5826481.79979966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386952.993399946, 5826367.02119965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386974.649199946, 5822703.34059966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(386993.580599946, 5822697.60469965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387002.346299946, 5826129.00579966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387016.114999946, 5826236.86679966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387019.793399946, 5826243.09829966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387023.882299946, 5826133.13149966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387062.142999946, 5826003.31049966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387083.547699946, 5826007.04769966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387099.280999947, 5826119.88589966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387105.669299946, 5826119.34429966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387136.695399946, 5826057.33109966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387138.229499947, 5826078.71529965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387138.856799947, 5826085.03989966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387144.644899946, 5826170.41249966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387153.440999946, 5826207.58029966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387206.390099947, 5828301.27259966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387236.265699947, 5825239.94539966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387324.577299947, 5828130.11129966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387605.999999947, 5815849.99999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387608.999999947, 5815929.99999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387646.852599947, 5826087.81959966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387646.999999947, 5817039.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387651.999999947, 5817149.99999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387722.999999948, 5817699.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387723.999999948, 5817399.99999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387724.999999948, 5817759.99999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387725.999999948, 5817429.99999965)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387750.485499948, 5827280.14749966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387835.761399948, 5826900.24509966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(387871.881599948, 5827003.00359966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388142.830799948, 5825809.45729966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388207.495799949, 5825160.68929966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388240.565699949, 5825032.37639966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388301.679899949, 5826651.17909966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388329.018699949, 5826719.91539966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388418.63899995, 5825854.62279966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388438.177599949, 5825093.89279966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388528.935499949, 5826077.29179966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388533.00879995, 5829514.72049966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388537.18129995, 5826075.84189966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388545.96699995, 5829528.96899966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388581.75039995, 5829479.23139966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388595.89409995, 5826231.51809966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388629.70069995, 5826096.43679966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388665.63709995, 5825983.93219966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388706.83169995, 5824922.94439966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(388787.96179995, 5825414.28799966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389002.708199951, 5826652.92369966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389108.199499951, 5825418.23699966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389176.141099951, 5825927.54579966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389198.293299951, 5825931.84869966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389211.082199951, 5826190.19209966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389225.984199951, 5825019.84259966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389253.999999951, 5813799.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389256.999999951, 5813669.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389270.999999951, 5813869.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389276.999999951, 5813949.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389291.999999951, 5814159.99999966)",NA,duplicate location flag added,2
