code,value_from,value_to,message,n
DUPLICATE_LOCATION,"c(389294.999999951, 5814199.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389298.593399951, 5825380.89409966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389300.999999951, 5814279.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389345.213299951, 5826271.13189966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389395.878899951, 5825849.50619966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389402.025299951, 5824546.50539966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389412.443399952, 5825408.75639966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389483.263199952, 5825690.03699967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389487.696899952, 5825189.57199966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389524.466199952, 5825324.20239966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389661.612899952, 5826124.51109966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389700.830399952, 5824650.38909966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389831.954599952, 5825515.73919966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389857.252299952, 5825944.15749967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(389989.786199953, 5825069.45489966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390004.558999953, 5824968.28169966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390012.954499953, 5825913.90539967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390070.124799953, 5826006.75049967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390078.379199953, 5825815.30869967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390297.999999953, 5815669.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390509.166999954, 5825414.43829967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390652.752399954, 5825748.36349967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390674.668399954, 5825727.55769967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390677.578699955, 5825735.19909967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390682.091899955, 5825729.67419967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390689.471699954, 5825716.11369967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390694.661699954, 5825713.01099967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390697.200399955, 5825718.44549967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390700.975799954, 5825715.75649967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390714.658799955, 5825754.00889967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390715.229699954, 5825696.53209967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390717.448599954, 5825699.42799967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390721.323699954, 5825761.22919967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390748.386099954, 5825690.40189967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390755.787899954, 5825684.37269967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390763.709899955, 5825721.25349967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390767.027599954, 5825719.65719967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390778.839799955, 5825677.74489967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390800.572399955, 5826062.65859967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390841.830399955, 5825723.90149967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390854.999999954, 5811699.99999966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390858.698899955, 5825760.92569967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390866.244099954, 5825768.69429967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390869.080999955, 5825753.30859967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390873.177199954, 5825778.34459967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390874.921099955, 5825760.26959967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390875.546899955, 5825777.35189967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390887.854599955, 5825792.56569967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390898.006399955, 5825778.58379967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390905.825499955, 5825739.29689967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390914.030499955, 5825774.54549967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390916.575699955, 5825782.84689967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390920.008699955, 5825781.42639967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(390921.370099955, 5825779.73939967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(392232.561299957, 5815627.47309966)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(393731.65839996, 5822251.01189967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(393779.99999996, 5811329.99999967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(394053.999999961, 5811269.99999967)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(398699.121899968, 5811868.80779968)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(399152.419999969, 5810125.29999968)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(400177.843899971, 5809441.39779968)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(401055.446199972, 5821327.87619969)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(401107.508999972, 5821188.77479968)",NA,duplicate location flag added,3
DUPLICATE_LOCATION,"c(401218.443999972, 5821326.33499969)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(401219.846099972, 5821322.96599968)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(401273.344299972, 5821243.42099968)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(401481.849999972, 5811349.87599968)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(404386.009999976, 5811758.05999968)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(405672.104899978, 5821595.69689969)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(412058.773499985, 5811351.79889969)",NA,duplicate location flag added,2
DUPLICATE_LOCATION,"c(412181.513699985, 5811367.78379969)",NA,duplicate location flag added,2
WRONG_CASE_LATIN,Acer Cappadocicum 'Rubrum',Acer cappadocicum 'Rubrum',fix casing latin name,5
WRONG_CASE_LATIN,Acer Pseudoplatanus 'Leopoldii',Acer pseudoplatanus 'Leopoldii',fix casing latin name,5
WRONG_CASE_LATIN,Acer Rubrum 'Somerset',Acer rubrum 'Somerset',fix casing latin name,11
WRONG_CASE_LATIN,Acer davidii ssp. Davidii,Acer davidii ssp. davidii,fix casing latin name,2
WRONG_CASE_LATIN,Acer platanoides 'Farlake'S Green',Acer platanoides 'Farlake's Green',fix casing latin name,182
WRONG_CASE_LATIN,Betula pendula var. Carelica,Betula pendula var. carelica,fix casing latin name,1
WRONG_CASE_LATIN,Buxus sempervirens var. Arborescens,Buxus sempervirens var. arborescens,fix casing latin name,7
WRONG_CASE_LATIN,Carya Laciniosa,Carya laciniosa,fix casing latin name,2
WRONG_CASE_LATIN,Crataegus laevigata 'Paul´s Scarlet',Crataegus laevigata 'Paul's Scarlet',fix casing latin name,2512
WRONG_CASE_LATIN,Fraxinus excelsior 'Westhof´s Glorie',Fraxinus excelsior 'Westhof's Glorie',fix casing latin name,409
WRONG_CASE_LATIN,Gleditsia triacanthos f. Inermis,Gleditsia triacanthos f. inermis,fix casing latin name,474
WRONG_CASE_LATIN,Malus domestica 'Freiherr Von Berlepsch',Malus domestica 'Freiherr von Berlepsch',fix casing latin name,2
WRONG_CASE_LATIN,Malus hybr. Purpurea,Malus hybr. purpurea,fix casing latin name,37
WRONG_CASE_LATIN,Pinus mugo ssp. Mughus,Pinus mugo ssp. mughus,fix casing latin name,6
WRONG_CASE_LATIN,Pinus nigra ssp. Nigra,Pinus nigra ssp. nigra,fix casing latin name,2450
WRONG_CASE_LATIN,Prunus Spinosa,Prunus spinosa,fix casing latin name,209
WRONG_CASE_LATIN,Prunus domestica 'Mirabelle Von Nancy',Prunus domestica 'Mirabelle von Nancy',fix casing latin name,74
WRONG_CASE_LATIN,Ptelea Trifoliata,Ptelea trifoliata,fix casing latin name,11
